JOB_ID,BLS Job Title,LONG_OCC_CODE,YEAR,STATE,CITY,MSA_ID,CANON_MAXIMUM_DEGREE,CANON_MINIMUM_DEGREE,CANON_OTHER_DEGREES,CANON_PREFERRED_DEGREES,CANON_REQUIRED_DEGREES,CIP_CODE,STANDARD_MAJOR,MAX_EXPERIENCE,MIN_EXPERIENCE,MAX_ANNUAL_SALARY,MAX_HOURLY_SALARY,MIN_ANNUAL_SALARY,MIN_HOURLY_SALARY,YEARS_OF_EXPERIENCE,CANON_JOB_HOURS
38740168015,Maintenance Helper / Assistant,49-9098.00,2020,CO,Colorado Springs,17820,,,,,,,,,,,,,,,
38634526873,Auto Body Technician,49-3021.00,2019,MI,Ferndale,19820,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,General Equivalency Degree|Higher Secondary Certificate,,,,,62400.0,30.0,31200.0,15.0,3 years,fulltime
38758038169,Healthcare Administrator,11-9111.00,2020,CA,Roseville,40900,,Bachelor's,,,Bachelor's,513808|520201,"Business Administration And Management, General|Nursing Science",,7.0,,,,,Seven years|PreferredFive years,
38758071302,Clinical Supervisor / Manager,11-9111.00,2020,CA,San Francisco,41860,,,,,,,,10.0,7.0,,,,,Minimum of 7 - 10 years,
38686909233,Auto Body Technician,49-3021.00,2019,TN,Memphis,32820,,,,,,,,,,,,,,,
38505200096,Auto Damage Appraiser,13-1032.00,2019,CO,Colorado Springs,17820,,,,,,,,,,,,,,,
38493997177,Customer Service Representative (General),43-4051.00,2019,VA,Herndon,47900,,,,,,,,,,42000.0,20.19,32000.0,15.38,,
38918749234,Detailer,53-7061.00,2020,CA,National City,41740,,,,,,,,,,,,,,,
38916825837,Detailer,53-7061.00,2020,OH,,,Bachelor's,Higher Secondary Certificate,,,Bachelor's|General Equivalency Degree|Higher Secondary Certificate,,,,,,,,,2 years,fulltime
38915246443,Auto Body Technician,49-3021.00,2020,FL,Jacksonville,27260,,,,,,,,,,39520.0,19.0,31200.0,15.0,,fulltime
38795504348,Sales Manager,11-2022.00,2020,NC,Charlotte,16740,,,,,,,,,,45000.0,21.63,32000.0,15.38,,fulltime
38913505371,Auto Body Technician,49-3021.00,2020,TX,San Antonio,41700,,,,,,,,,,41600.0,20.0,35360.0,17.0,3 years,fulltime
38902336272,Assistant Retail Store Manager,41-1011.00,2020,FL,Pompano Beach,33100,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,0.5,33280.0,16.0,31200.0,15.0,6 months|2 years,fulltime
38822426872,Auto Body Technician,49-3021.00,2020,FL,Jacksonville,27260,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,,,,,,45760.0,22.0,31200.0,15.0,3 years,fulltime
38821337077,Auto Body Technician,49-3021.00,2020,OK,Moore,36420,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,3 years,fulltime
38820138328,Auto Body Technician,49-3021.00,2020,IL,Naperville,16980,,,,,,,,,,51000.0,24.52,36000.0,17.31,,fulltime
38834474902,Auto Damage Appraiser,13-1032.00,2020,MI,Madison Heights,19820,,,,,,,,3.0,2.0,62000.0,29.81,47000.0,22.6,2-3 years,fulltime
38834479611,Auto Body Technician,49-3021.00,2020,FL,Orlando,36740,,,,,,,,,,43680.0,21.0,33280.0,16.0,2 years|2 years,fulltime
38896846131,Assistant Retail Store Manager,41-1011.00,2020,FL,Sarasota,35840,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,0.5,33280.0,16.0,31200.0,15.0,6 months|2 years,fulltime
38897321543,Auto Body Technician,49-3021.00,2020,FL,Tampa,45300,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,,,,,,,,,,1 year,fulltime
38892962525,Auto Body Technician,49-3021.00,2020,FL,Oldsmar,45300,,,,,,,,,,74171.0,35.66,35004.0,16.83,5 years,fulltime
38891987518,Auto Damage Appraiser,13-1032.00,2020,TX,San Antonio,41700,,,,,,,,,,48422.4,23.28,48422.4,23.28,2 to 3 years|2 years|1 year,fulltime
38848590317,Auto Body Technician,49-3021.00,2020,FL,Jacksonville,27260,,,,,,,,,,43680.0,21.0,33280.0,16.0,2 years,fulltime
38692534260,Auto Damage Appraiser,13-1032.00,2020,MS,Southaven,32820,,,,,,,,,,,,,,,
38863968405,Auto Damage Appraiser,13-1032.00,2020,TX,Spring Branch,41700,,,,,,,,,,47840.0,23.0,47840.0,23.0,2 to 3 years|2 years,fulltime
38871762652,Painter,47-2141.00,2020,TX,Arlington,19100,,,,,,,,,,31200.0,15.0,31200.0,15.0,,fulltime
38696676699,Detailer,53-7061.00,2020,TX,Arlington,19100,,,,,,,,,,,,,,,
38886074929,Auto Body Technician,49-3021.00,2020,MI,Troy,19820,,,,,,,,,,,,,,,fulltime
38559810305,Detailer,53-7061.00,2019,TX,Houston,26420,,,,,,,,,,,,,,,fulltime
38555493170,Maintenance Manager,49-1011.00,2019,FL,Jacksonville,27260,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,,49000.0,23.56,37000.0,17.79,,fulltime
38564105179,Detailer,53-7061.00,2019,TX,Pasadena,26420,,,,,,,,,,,,,,,fulltime
38556749870,Auto Damage Appraiser,13-1032.00,2019,CO,Thornton,19740,,,,,,,,,,63000.0,30.29,44000.0,21.15,,
38529181397,Estimator,13-1051.00,2019,FL,Jacksonville,27260,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,,39000.0,18.75,28000.0,13.46,,
38641224496,Quality Inspector,51-9061.00,2019,TX,Richardson,19100,,,,,,,,,,,,,,,
38499082459,Estimator,13-1051.00,2019,TX,Austin,12420,,,,,,,,,,,,,,,
38536922758,Assistant General Manager,11-1021.92,2019,GA,Tucker,12060,Bachelor's,Higher Secondary Certificate,,Bachelor's,Bachelor's|General Equivalency Degree|Higher Secondary Certificate,,,,1.0,49000.0,23.56,37000.0,17.79,1 year,
38529456094,Customer Service Representative (General),43-4051.00,2019,CA,Dublin,41860,,,,,,,,,,59000.0,28.37,43000.0,20.67,,
38483946150,Grinder / Sharpener,51-4033.00,2019,TX,Plano,19100,,,,,,,,,,,,,,,
38690004893,Retail Store Manager,41-1011.00,2019,CA,Fremont,41860,,,,,,,,,,,,,,,
38644958708,Auto Body Technician,49-3021.00,2019,TX,San Antonio,41700,,,,,,,,,,,,,,,
38548698716,Janitor / Cleaner,37-2011.00,2019,TX,Mansfield,19100,,,,,,,,,,,,,,,
38540152792,Auto Damage Appraiser,13-1032.00,2019,TX,Houston,26420,,,,,,,,,,62000.0,29.81,45000.0,21.63,,
38500448511,Property Appraiser / Assessor,13-2021.00,2019,TX,Dallas,19100,,,,,,,,,,,,,,,
38542776118,Estimator,13-1051.00,2019,CA,Glendora,31080,,,,,,,,,,56000.0,26.92,44000.0,21.15,,
38686101024,Detailer,53-7061.00,2019,OK,Norman,36420,,,,,,,,,,,,,,,
38537406672,Painter,47-2141.00,2019,FL,Orlando,36740,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,General Equivalency Degree|Higher Secondary Certificate,,,,,41000.0,19.71,29000.0,13.94,,fulltime
38527005934,Auto Damage Appraiser,13-1032.00,2019,CA,Oakland,41860,,,,,,,,,,,,,,,
38533614156,Retail Store Manager,41-1011.00,2019,WA,Seattle,42660,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,52000.0,25.0,31200.0,15.0,,
38672062910,Auto Damage Appraiser,13-1032.00,2019,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38545759234,Estimator,13-1051.00,2019,TX,Richardson,19100,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38540473464,Auto Damage Appraiser,13-1032.00,2019,TX,Arlington,19100,,,,,,,,,,,,,,,
38545935776,General Manager,11-1021.92,2019,CA,Lake Forest,31080,Bachelor's,Higher Secondary Certificate,,Bachelor's,Higher Secondary Certificate,,,5.0,3.0,112000.0,53.85,64000.0,30.77,3-5 years|3-5 years,
38537800934,Auto Body Technician,49-3021.00,2019,TN,Memphis,32820,,,,,,,,,,,,,,,
38499124856,Customer Service Representative (General),43-4051.00,2019,TN,Franklin,34980,,,,,,,,,,,,,,,
38499128122,Painter,47-2141.00,2019,TN,Nashville,34980,,,,,,,,,,52000.0,25.0,27040.0,13.0,,
38500520176,Auto Body Technician,49-3021.00,2019,PA,West Chester,37980,,,,,,,,,,37000.0,17.79,27000.0,12.98,1 year,fulltime
38543498547,Retail Store Manager,41-1011.00,2019,FL,Jacksonville,27260,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,,42000.0,20.19,31000.0,14.9,,
38513508993,Auto Damage Appraiser,13-1032.00,2019,CA,Milpitas,41940,,,,,,,,,,,,,,,
38513515206,Call Center Representative,43-4051.00,2019,TX,Richardson,19100,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,0.5,35360.0,17.0,28080.0,13.5,Six months,fulltime
38477717522,Detailer,53-7061.00,2019,CO,Colorado Springs,17820,,,,,,,,,,31200.0,15.0,20800.0,10.0,,
38530752249,Estimator,13-1051.00,2019,TX,San Antonio,41700,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,,41000.0,19.71,31000.0,14.9,,
38543627621,Auto Damage Appraiser,13-1032.00,2019,CA,Ontario,40140,,,,,,,,,,64000.0,30.77,48000.0,23.08,,
38534475801,Auto Body Technician,49-3021.00,2019,TN,Chattanooga,16860,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38595683338,Estimator,13-1051.00,2019,TX,Richardson,19100,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38546668852,Auto Damage Appraiser,13-1032.00,2019,CO,Parker,19740,,,,,,,,,,61000.0,29.33,47000.0,22.6,,
38488032698,Customer Service Representative (General),43-4051.00,2019,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38667363111,Detailer,53-7061.00,2019,TX,Plano,19100,,,,,,,,,,,,,,,
38494770649,Estimator,13-1051.00,2019,TX,Richardson,19100,,,,,,,,,,,,,,,
38494775762,Estimator,13-1051.00,2019,TX,Grapevine,19100,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38595541004,Estimator,13-1051.00,2019,CO,Colorado Springs,17820,,,,,,,,,,,,,,,
38531288553,Estimator,13-1051.00,2019,TX,Lewisville,19100,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38642681015,Detailer,53-7061.00,2019,TX,Arlington,19100,,,,,,,,,,,,,,,
38503761506,Auto Damage Appraiser,13-1032.00,2019,NV,Las Vegas,29820,,,,,,,,,,65000.0,31.25,45000.0,21.63,,
38681599713,Production Plant Manager,51-1011.92,2019,CA,San Jose,41940,,,,,,,,,,,,,,,
38547275607,Auto Damage Appraiser,13-1032.00,2019,OH,Columbus,18140,,,,,,,,,,61000.0,29.33,45000.0,21.63,,fulltime
38494439491,Estimator,13-1051.00,2019,AZ,Phoenix,38060,,,,,,,,,,,,,,,
38669233376,Auto Damage Appraiser,13-1032.00,2019,WA,Redmond,42660,,,,,,,,,,,,,,,
38591508253,Auto Body Technician,49-3021.00,2019,PA,Pittsburgh,38300,,,,,,,,,,53000.0,25.48,38000.0,18.27,1 year,fulltime
38591508662,Auto Body Technician,49-3021.00,2019,PA,Pittsburgh,38300,,,,,,,,,,44000.0,21.15,35000.0,16.83,1|year|1 year,fulltime
38491228911,Auto Body Technician,49-3021.00,2019,NV,North Las Vegas,29820,,,,,,,,,,,,,,,
38486068880,Customer Service Representative (General),43-4051.00,2019,TN,Nashville,34980,,,,,,,,,,44000.0,21.15,32000.0,15.38,,
38486069001,Customer Service Representative (General),43-4051.00,2019,VA,Woodbridge,47900,,,,,,,,,,45000.0,21.63,35000.0,16.83,,
38486069483,Estimator,13-1051.00,2019,TN,Franklin,34980,,,,,,,,,,49000.0,23.56,37000.0,17.79,,
38507764918,Auto Damage Appraiser,13-1032.00,2019,AZ,Scottsdale,38060,,,,,,,,,,,,,,,
38506433748,Auto Damage Appraiser,13-1032.00,2019,IL,South Holland,16980,,,,,,,,,,,,,,,
38524895673,Production Plant Manager,51-1011.92,2019,CA,San Jose,41940,,,,,,,,,,,,,,,
38524916997,Automotive Service Manager,49-1011.00,2019,TN,Nashville,34980,,,,,,,,,,,,,,,
38524254327,Auto Body Technician,49-3021.00,2019,AZ,Peoria,38060,,,,,,,,,,61000.0,29.33,46000.0,22.12,2 years,
38666550235,Auto Body Technician,49-3021.00,2019,WA,Auburn,42660,,,,,,,,,,55000.0,26.44,40000.0,19.23,,
38521319186,Auto Body Technician,49-3021.00,2019,CA,Fremont,41860,,,,,,,,,,,,,,,
38709739729,Maintenance Helper / Assistant,49-9098.00,2020,NV,North Las Vegas,29820,,,,,,,,,,,,,,,
38711033720,Retail Sales Associate (General),41-2031.00,2020,CA,Dublin,41860,,,,,,,,,,,,,,,
38708895808,Janitor / Cleaner,37-2011.00,2020,TX,Richardson,19100,,,,,,,,,,,,,,,
38532605311,Auto Damage Appraiser,13-1032.00,2019,IL,Yorkville,16980,,,,,,,,,,63000.0,30.29,44000.0,21.15,,
38707210691,Manufacturing Machine Operator,51-9012.92,2020,FL,Pompano Beach,33100,,,,,,,,,,49920.0,24.0,47840.0,23.0,2 to 3 years,fulltime
38715384659,Auto Body Technician,49-3021.00,2020,TX,Grapevine,19100,,,,,,,,,,,,,,,
38715397969,Retail Sales Associate (General),41-2031.00,2020,FL,Jacksonville,27260,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,,,,3.0,2.0,47840.0,23.0,41600.0,20.0,2-3 years,fulltime
38532518573,Auto Damage Appraiser,13-1032.00,2019,TN,Antioch,34980,,,,,,,,,,,,,,,
38532528278,Maintenance Manager,49-1011.00,2019,TN,Collierville,32820,,,,,,,,,,37440.0,18.0,22880.0,11.0,,
38715710562,Retail Sales Associate (General),41-2031.00,2020,FL,Oldsmar,45300,Higher Secondary Certificate,Higher Secondary Certificate,,Higher Secondary Certificate,,,,3.0,2.0,47840.0,23.0,41600.0,20.0,2-3 years,fulltime
38644739757,Auto Damage Appraiser,13-1032.00,2019,FL,Jacksonville,27260,,,,,,,,,,66000.0,31.73,50000.0,24.04,,
38521774089,Auto Body Technician,49-3021.00,2019,AZ,Goodyear,38060,,,,,,,,,,,,,,,
38730992699,Detailer,53-7061.00,2020,TN,Nashville,34980,,,,,,,,,,,,,,,
38731066353,Detailer,53-7061.00,2020,FL,Orlando,36740,,,,,,,,,,,,,,,
38684046783,Auto Damage Appraiser,13-1032.00,2019,TX,Mansfield,19100,,,,,,,,,,,,,,,
38733663692,Detailer,53-7061.00,2020,CA,Los Angeles,31080,,,,,,,,,,,,,,,
38731800882,Detailer,53-7061.00,2020,CO,Castle Rock,19740,,,,,,,,,,,,,,,
38732002347,Automotive Service Technician / Mechanic,49-3023.00,2020,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38732470917,Marketing Campaign Analyst,13-1161.91,2020,TN,Nashville,34980,,,,,,,,,,,,,,,
38735269436,Estimator,13-1051.00,2020,CA,Milpitas,41940,,,,,,,,,2.0,,,,,6 months|2 years,
38735274805,Auto Body Technician,49-3021.00,2020,TX,Irving,19100,,,,,,,,,,,,,,,
38738898168,Retail Sales Associate (General),41-2031.00,2020,CO,Colorado Springs,17820,,,,,,,,,,,,,,,
38737239862,Auto Body Technician,49-3021.00,2020,FL,Pompano Beach,33100,,,,,,,,,,,,,,,
38737446361,Office / Administrative Assistant,43-6014.00,2020,CO,Littleton,19740,,,,,,,,,2.0,38937.6,18.72,34611.2,16.64,6 months|2 years|2 years,fulltime
38521620464,Customer Service Representative (General),43-4051.00,2019,TX,Lewisville,19100,,,,,,,,,,44000.0,21.15,31000.0,14.9,,
38749624536,Assistant General Manager,11-1021.92,2020,WA,Seattle,42660,,,,,,,,,,63000.0,30.29,48000.0,23.08,,
38500227779,Estimator,13-1051.00,2019,TX,San Antonio,41700,,,,,,,,,,,,,,,
38528282145,Production Plant Manager,51-1011.92,2019,TN,Nashville,34980,,,,,,,,,,,,,,,
38759819475,Auto Body Technician,49-3021.00,2020,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38511544589,Auto Damage Appraiser,13-1032.00,2019,TX,Houston,26420,,,,,,,,,,,,,,,
38511544814,Auto Damage Appraiser,13-1032.00,2019,TX,Houston,26420,,,,,,,,,,,,,,,
38560606729,Administrative Clerk / Coordinator,43-6014.00,2019,TN,Memphis,32820,,,,,,,,,,,,,,,
38514561490,Estimator,13-1051.00,2019,PA,Philadelphia,37980,,Higher Secondary Certificate,,,General Equivalency Degree|Higher Secondary Certificate,,,,,52000.0,25.0,37000.0,17.79,,
38768256723,Auto Body Technician,49-3021.00,2020,VA,Woodbridge,47900,,,,,,,,,,48000.0,23.08,33000.0,15.87,,
38921210900,General Manager,11-1021.92,2020,AZ,Peoria,38060,,,,,,,,,,,,,,,
38913681555,Auto Body Technician,49-3021.00,2020,FL,Jacksonville,27260,,Higher Secondary Certificate,,Higher Secondary Certificate,General Equivalency Degree|Higher Secondary Certificate,,,,1.0,31200.0,15.0,29120.0,14.0,1 year,fulltime
38905233673,Retail Sales Associate (General),41-2031.00,2020,FL,Jacksonville,27260,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,31200.0,15.0,31200.0,15.0,3 years|1 year,fulltime
38906014486,General Manager,11-1021.92,2020,CA,Laguna Hills,31080,,,,,,,,,,,,,,,
38834305311,Auto Body Technician,49-3021.00,2020,IL,Orland Park,16980,,,,,,,,,,31000.0,14.9,23000.0,11.06,,fulltime
38668334120,Auto Body Technician,49-3021.00,2019,TX,Houston,26420,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,1 year,fulltime
38668360323,Call Center Representative,43-4051.00,2019,IL,Rolling Meadows,16980,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,1.0,,,,,One-year|1 year,fulltime
38892410850,Manufacturing Machine Operator,51-9012.92,2020,FL,Tampa,45300,,,,,,,,,,54080.0,26.0,47840.0,23.0,2 to 3 years|3 years|1 year|3 years|2 years,fulltime
38844498192,Janitor / Cleaner,37-2011.00,2020,TX,Spring Branch,41700,,,,,,,,,,20800.0,10.0,20800.0,10.0,,fulltime
38847493875,Auto Body Technician,49-3021.00,2020,IL,Lincolnwood,16980,,,,,,,,,,27040.0,13.0,20800.0,10.0,,fulltime
38690453668,Janitor / Cleaner,37-2011.00,2020,TX,Dallas,19100,,,,,,,,,,,,,,,
38858067287,Auto Body Technician,49-3021.00,2020,GA,Tucker,12060,,,,,,,,,,43680.0,21.0,33280.0,16.0,2 years|2 years,fulltime
38692255560,General Manager,11-1021.92,2020,MI,Troy,19820,Bachelor's,Higher Secondary Certificate,,Bachelor's,Higher Secondary Certificate,,,5.0,3.0,,,,,3-5 years,
38859522187,Auto Damage Appraiser,13-1032.00,2020,TX,Spring,26420,,,,,,,,,,58240.0,28.0,52000.0,25.0,2 to 3 years|2 years,fulltime
38859647998,Production Plant Manager,51-1011.92,2020,TX,San Antonio,41700,,,,,,,,,,45760.0,22.0,45760.0,22.0,,fulltime
38693120361,Auto Body Technician,49-3021.00,2020,AZ,Peoria,38060,,Higher Secondary Certificate,,,Higher Secondary Certificate,,,,,,,,,,
38863793479,Janitor / Cleaner,37-2011.00,2020,TX,San Antonio,41700,,,,,,,,,,20800.0,10.0,20800.0,10.0,,fulltime
38562371612,Production Plant Manager,51-1011.92,2019,TX,Houston,26420,,,,,,,,,,,,,,,fulltime
38872396621,Detailer,53-7061.00,2020,FL,Jacksonville,27260,,,,,,,,,,24960.0,12.0,20800.0,10.0,,fulltime
38875734910,General Manager,11-1021.92,2020,TN,Memphis,32820,,,,,,,,,,,,,,,fulltime
38880800737,Auto Body Technician,49-3021.00,2020,TX,San Antonio,41700,,,,,,,,,,35360.0,17.0,35360.0,17.0,2 years,fulltime
38882715223,Auto Body Technician,49-3021.00,2020,TX,Spring Branch,41700,,,,,,,,,,35360.0,17.0,35360.0,17.0,2 years,fulltime
38559640491,Auto Body Technician,49-3021.00,2019,TX,Pearland,26420,,,,,,,,,,,,,,3 years,fulltime
38489942564,Estimator,13-1051.00,2019,AZ,Scottsdale,38060,,,,,,,,,,51000.0,24.52,38000.0,18.27,,
38544891940,Auto Damage Appraiser,13-1032.00,2019,WA,Bellevue,42660,,,,,,,,,,,,,,,
38536874206,General Manager,11-1021.92,2019,MI,Troy,19820,Bachelor's,Higher Secondary Certificate,,Bachelor's,Bachelor's|General Equivalency Degree|Higher Secondary Certificate,,,5.0,3.0,66000.0,31.73,45000.0,21.63,3-5 years,
38539876085,Auto Damage Appraiser,13-1032.00,2019,TX,Dallas,19100,,,,,,,,,,,,,,,
38536987111,General Manager,11-1021.92,2019,IL,Dundee,16980,Bachelor's,Higher Secondary Certificate,,Bachelor's,Bachelor's|General Equivalency Degree|Higher Secondary Certificate,,,5.0,3.0,64000.0,30.77,45000.0,21.63,3-5 years,
38644917972,Auto Body Technician,49-3021.00,2019,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38505306142,Automotive Service Technician / Mechanic,49-3023.00,2019,NV,Henderson,29820,,,,,,,,,,,,,,,
38596246153,Auto Damage Appraiser,13-1032.00,2019,AZ,Peoria,38060,,,,,,,,,,,,,,,
38603281939,Detailer,53-7061.00,2019,AZ,Mesa,38060,,,,,,,,,,,,,,,
38543215022,Auto Damage Appraiser,13-1032.00,2019,TX,Mesquite,19100,,,,,,,,,,53000.0,25.48,40000.0,19.23,,
38601001884,Administrative Clerk / Coordinator,43-6014.00,2019,MI,Madison Heights,19820,,,,,,,,,,35360.0,17.0,24960.0,12.0,3 years,fulltime
38647144960,Auto Body Technician,49-3021.00,2019,FL,Orlando,36740,,,,,,,,,,63000.0,30.29,48000.0,23.08,2 years|1 year,fulltime
38527750272,Auto Damage Appraiser,13-1032.00,2019,TX,Pasadena,26420,,,,,,,,,,,,,,,
38636510884,Detailer,53-7061.00,2019,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38636512329,Automotive Service Technician / Mechanic,49-3023.00,2019,TX,Fort Worth,19100,,,,,,,,,,,,,,,
38546780839,Janitor / Cleaner,37-2011.00,2019,AZ,Peoria,38060,,,,,,,,,,24000.0,11.54,18000.0,8.65,1 year,fulltime
38576540678,Auto Body Technician,49-3021.00,2019,IL,Morton Grove,16980,,,,,,,,,,64000.0,30.77,51000.0,24.52,5 years,fulltime
38669694056,Detailer,53-7061.00,2019,FL,Orlando,36740,,,,,,,,,,27040.0,13.0,22880.0,11.0,1 year,fulltime
38531599447,Auto Damage Appraiser,13-1032.00,2019,CA,Rancho Cordova,40900,,,,,,,,,,,,,,,
38674842101,Auto Body Technician,49-3021.00,2019,TX,San Antonio,41700,,,,,,,,,,,,,,,
38495396000,Auto Body Technician,49-3021.00,2019,CO,Colorado Springs,17820,,,,,,,,,,,,,,,
38535464264,Assistant General Manager,11-1021.92,2019,MI,Eastpointe,19820,Bachelor's,Higher Secondary Certificate,,Bachelor's,Bachelor's|General Equivalency Degree|Higher Secondary Certificate,,,,1.0,52000.0,25.0,37000.0,17.79,1 year,
38486082423,Customer Service Representative (General),43-4051.00,2019,TN,Memphis,32820,,,,,,,,,,44000.0,21.15,33000.0,15.87,,
38486088450,Estimator,13-1051.00,2019,VA,Lorton,47900,,,,,,,,,,39000.0,18.75,30000.0,14.42,,
